input,state,target,rf_prediction,ridge_prediction
3.110260622609710146e-01,2.488106284545081037e-01,6.932680672830213719e-01,4.608313727541451521e-01,4.012557543050889186e-01
3.143437057741911844e-01,2.531561029598289325e-01,4.721467203278950642e-01,4.224159272134107579e-01,4.016303934666682340e-01
1.352119277485595017e-01,1.822026520526379978e-01,4.280301021647814341e-01,3.686297045797908289e-01,3.968233274695258661e-01
1.482064575448036603e-01,1.854617579316285569e-01,3.966918960514917991e-01,3.627216211256130141e-01,3.969931775286235642e-01
3.484738700292433489e-02,1.528028011025770461e-01,3.829173486751635824e-01,4.079277122088160734e-01,3.954411284568732365e-01
3.623034874030712782e-01,2.632729107925287915e-01,2.994421311982116141e-01,3.796359121034736939e-01,4.025516494096086917e-01
3.885598251806130499e-01,2.427677029705463951e-01,3.367042788179432922e-01,3.472223000835203965e-01,4.007549108448630881e-01
1.062602681487276879e-01,1.751412559814916892e-01,5.350967855156560926e-01,4.421334726094275913e-01,3.964679322427597241e-01
1.462129695644233118e-01,1.862765344013762037e-01,4.441515889326012045e-01,4.163577909958457446e-01,3.970362422988835127e-01
2.429485870706015738e-01,2.020288794831640311e-01,4.249678669103352791e-01,4.592512591059961236e-01,3.979200480196271594e-01
2.253600355584686188e-01,2.080718049671257952e-01,4.346133894897773464e-01,4.498092818798938297e-01,3.982871607236280753e-01
2.229372988495947894e-02,1.481178364015280635e-01,4.269305420291128472e-01,3.536833129867732461e-01,3.952412979448639008e-01
4.495639586489626471e-01,2.540387774687221656e-01,3.203252634652442588e-01,3.838487254311234165e-01,4.017080092003142422e-01
8.769075263399739306e-02,1.672650834405977616e-01,3.601345417587460407e-01,3.781325434763845306e-01,3.960902794386245152e-01
3.711440177236674520e-01,3.031969578101635365e-01,2.840258349927097248e-01,3.815311115748025173e-01,4.069318762318558935e-01
1.170407061977421503e-01,1.749375618640547914e-01,4.418156724018325043e-01,3.839605556805137376e-01,3.964579248636411757e-01
4.484346000331328463e-01,3.227515930841070579e-01,3.893174533124559300e-01,4.946176553493514816e-01,4.095651059553246376e-01
3.187396175653987584e-01,2.323114049421182714e-01,3.673296925334569307e-01,3.839887053749336809e-01,3.999410744377027149e-01
1.699608411115807183e-01,1.623085265829662671e-01,3.516166688717349276e-01,3.420330780021283990e-01,3.958617988326924575e-01
3.051236243834279382e-01,2.327866912161376811e-01,3.342487203077471047e-01,3.891029776796737782e-01,3.999766696945117328e-01
1.559984035709026107e-01,2.044053108532613849e-01,3.654277393319447231e-01,4.147110386973771323e-01,3.980624442665369189e-01
3.280258521452946163e-01,2.539708794295765792e-01,2.813742661881640794e-01,3.805565689508535465e-01,4.017020203708436266e-01
5.978394273208581522e-02,1.597284010954320432e-01,4.547939980788933134e-01,4.269512308819231050e-01,3.957454430786873090e-01
3.716359196912136786e-01,2.998699538920273078e-01,3.268489819760738158e-01,3.719230950159665983e-01,4.065176238788348329e-01
2.656958853423604938e-01,2.256573971058458139e-01,4.637308721733981454e-01,4.056265105978891783e-01,3.994561302204598929e-01
2.812925464415430010e-01,2.329903853335745789e-01,3.733291889289913623e-01,3.960007363153809634e-01,3.999919645718985617e-01
2.842295062303203390e-01,2.491501186502363407e-01,4.704262823279979910e-01,4.425869610002575727e-01,4.012845805589584924e-01
2.605880701612158790e-01,1.641417736398984584e-01,4.661459234066355206e-01,3.535509823100522198e-01,3.959455266781491400e-01
8.721155964975763064e-02,1.671971854014521475e-01,3.968958590451935331e-01,3.781325434763845306e-01,3.960871036572551906e-01
4.001932852521388750e-01,2.893457578244535422e-01,3.370381913529412188e-01,3.696494668176084075e-01,4.052687141152888639e-01
8.093670606537889389e-02,1.652960403053743144e-01,3.610850343667698636e-01,4.396921516299435728e-01,3.959987080230387702e-01
8.153669207825159360e-02,1.661787148142675752e-01,3.191328428140063345e-01,3.900477370844416813e-01,3.960396232170907416e-01
1.088583145611758951e-01,1.743264795117440702e-01,2.663904591654601139e-01,3.610688096982155870e-01,3.964279820004142918e-01
2.083501479530590617e-01,2.218551069136901199e-01,2.909620586411856280e-01,4.302596789482188155e-01,3.991899265388861862e-01
1.307863217825097624e-01,1.807767932305795744e-01,3.248099175088036139e-01,3.433735148422564221e-01,3.967502025334606608e-01
8.103025092010751607e-02,1.650923461879373888e-01,3.111935336300967747e-01,4.304956872152201908e-01,3.959892966278621418e-01
8.457966458768023665e-02,1.653639383445199285e-01,2.830495829266467811e-01,4.389810549743380363e-01,3.960018476910938112e-01
1.605477293988059051e-01,1.750054599032004332e-01,2.654812271420408099e-01,4.286304269877925788e-01,3.964612591839172806e-01
3.301861642913411221e-01,2.133678520204854989e-01,2.425402463979642875e-01,4.151026840834975973e-01,3.986229013218645645e-01
4.728157508392271113e-01,3.011600166357945030e-01,4.073709505289330179e-01,3.693385723065434889e-01,4.066771236626227637e-01
4.774927813243197705e-01,3.293377028812338736e-01,3.421860102381249491e-01,3.968786856020281029e-01,4.105315907302108380e-01
1.487698589710180208e-01,1.960538520383479921e-01,3.132922692172849799e-01,3.731286882078781453e-01,3.975728838184179881e-01
3.130530616728323112e-01,2.430392951271289625e-01,2.660143395720754311e-01,3.455021270196942385e-01,4.007769290420044039e-01
2.981217665218520163e-01,2.166948559386216999e-01,3.181672358150489099e-01,3.857464088791804913e-01,3.988408138008244230e-01
9.832898037159226723e-02,1.714747618676272789e-01,3.028395241762731338e-01,3.699033078120291251e-01,3.962897935745617328e-01
6.533504442990389904e-04,1.426180952307314342e-01,2.490186445205708476e-01,3.029969888062738481e-01,3.950121917065332333e-01
9.466764752099682267e-02,1.689625344192386969e-01,2.120162732970518604e-01,4.051310784298482459e-01,3.961701035521817960e-01
4.946945338589661678e-01,3.131779695645722228e-01,2.173458940443263598e-01,4.068561296666634020e-01,4.082327232309626575e-01
1.010912616028241118e-01,1.716105579459185626e-01,4.414134401993657919e-01,3.694344945003395497e-01,3.962963172019263181e-01
4.631793783477478055e-02,1.553150285509656281e-01,3.718699033581557289e-01,3.497205424478753155e-01,3.955502273006961111e-01
3.651823375693094564e-01,2.351631225862350349e-01,3.011513974665671611e-01,4.008673064556939059e-01,4.001566051671424096e-01
3.394669627609361862e-01,2.010783069351251284e-01,3.169068544061860448e-01,3.895201389969743522e-01,3.978637896233032656e-01
1.793120865541329989e-01,1.606789736434709737e-01,4.019632422764772839e-01,4.820136147514950675e-01,3.957881132676216440e-01
6.475316575774142658e-02,1.616974442306555182e-01,3.637355865863820537e-01,3.484348454421299368e-01,3.958340863733080806e-01
6.552888725153555027e-02,1.606789736434709737e-01,2.764736722222820853e-01,4.820136147514950675e-01,3.957881132676216440e-01
2.460203538998359529e-01,2.389654127783907289e-01,2.265771196469751336e-01,3.811200129122758740e-01,4.004514060207382542e-01
3.699263872958667987e-01,1.830174285223856168e-01,2.383615147982516280e-01,3.682729644634790689e-01,3.968654335009166312e-01
4.700545046836361873e-01,3.264859852371171378e-01,4.836203440603870085e-01,3.799040195563215816e-01,4.101080326365228457e-01
1.430918192931058819e-01,1.706599853978796322e-01,3.991129154660280065e-01,3.710653213769414815e-01,3.962507688893066593e-01
3.509124281821165425e-01,2.271511539670498236e-01,2.971209954337014070e-01,4.394175307275524633e-01,3.995628510061158267e-01
4.622488127412721637e-01,3.208504479880291971e-01,4.304564255661561534e-01,3.890087657937443266e-01,4.092937609554505585e-01
1.869985466132460528e-01,2.242994363229330601e-01,5.384306706068793247e-01,4.362773161742691252e-01,3.993601661213865284e-01
3.972811587920421772e-01,2.900926362550555471e-01,4.102470058474843029e-01,3.848461167185108223e-01,4.053543297484020203e-01
4.527230982425372585e-01,3.373496715004190571e-01,3.368219671295755169e-01,4.332580370897054500e-01,4.117638966452934479e-01
2.129496346537323448e-01,1.442476481702267554e-01,3.068010754995623701e-01,3.536833129867732461e-01,3.950794995490686246e-01
3.862739125426885578e-01,3.166407695609997353e-01,3.268856541152232453e-01,4.285507180421802564e-01,4.087049010316163300e-01
1.890999576820678318e-01,1.454698128748482255e-01,4.739880113341701229e-01,3.536833129867732461e-01,3.951302914070159988e-01
1.650453312437225595e-01,1.508337579673535711e-01,4.704075300358347977e-01,4.688076821910724390e-01,3.953565852207567843e-01
3.909346933061330631e-01,2.672109970629757969e-01,3.703999197699829882e-01,4.128209950247223592e-01,4.029295252904893099e-01
2.869407885908156208e-01,2.108556245720968891e-01,4.902638011810961371e-01,4.530924684141154346e-01,3.984619636921660768e-01
2.852759204458177322e-01,2.362494912125652213e-01,5.478811998961992114e-01,3.849751282964412047e-01,4.002399595778250996e-01
1.406271865803513932e-01,1.426180952307314898e-01,4.614145325643693729e-01,3.029969888062738481e-01,3.950121917065332333e-01
1.209748010775824056e-01,1.760918285295306196e-01,4.190114093069897683e-01,5.594440441139368891e-01,3.965148095033820819e-01
1.045348261448144633e-01,1.697094128498407017e-01,3.959291344493035547e-01,4.112076516881393307e-01,3.962054913482082608e-01
1.453232000260923362e-02,1.446550364051005788e-01,3.365616638691075746e-01,3.536833129867732461e-01,3.950964000345217886e-01
1.906844672446318945e-01,2.584521500131885530e-01,2.816273172369958000e-01,4.194179647419699619e-01,4.021039304125615943e-01
1.208211084659999157e-01,1.750054599032004332e-01,2.983862157146311977e-01,4.286304269877925788e-01,3.964612591839172806e-01
2.226750307417950658e-01,2.312929343549336991e-01,2.801769883591692656e-01,4.219512739776296595e-01,3.998652344688108373e-01
4.415878308556158705e-01,2.880556950806864025e-01,3.690076696981177129e-01,3.638526012772597129e-01,4.051218974868281419e-01
1.903723695693577134e-01,2.136394441770680108e-01,4.723589253077692396e-01,4.120643127201604750e-01,3.986404842736335219e-01
7.484447738446708964e-02,1.605431775651796900e-01,4.143915512068249152e-01,5.162990609598103742e-01,3.957820035519032942e-01
2.233953174810238140e-02,1.479820403232368076e-01,3.173657338177177101e-01,3.536833129867732461e-01,3.952355724542377935e-01
1.722345069929953620e-02,1.461487932663045886e-01,2.561483984447366358e-01,3.536833129867732461e-01,3.951586277673936887e-01
8.269290781041332972e-02,1.646849579530635654e-01,2.233715918554505520e-01,4.353078162089484282e-01,3.959705079497521929e-01
4.351627960702503239e-01,2.788215617568797211e-01,2.051051957284162897e-01,4.170008791634815526e-01,4.041096489439994222e-01
4.884435468715747630e-02,1.552471305118200140e-01,3.179750180853783137e-01,3.553331690669130349e-01,3.955472599430728264e-01
3.760240336940477990e-01,2.694516323547818115e-01,2.543938769149099999e-01,5.219349070011909397e-01,4.031494990202221795e-01
1.888175357909525620e-01,1.616974442306555182e-01,3.414769074947585636e-01,3.484348454421299368e-01,3.958340863733080806e-01
2.882608959692640749e-01,2.555325343299261753e-01,3.816636817115762748e-01,3.972680104228451525e-01,4.018405427173773470e-01
1.791713877829814727e-02,1.455377109139938396e-01,3.575801149717919847e-01,3.536833129867732461e-01,3.951331211880109162e-01
9.958671735554880389e-02,1.679440638320541246e-01,2.641646416124729391e-01,3.715844118180925970e-01,3.961221095591517249e-01
3.720864246376243134e-01,2.164911618211848021e-01,2.211445410167559855e-01,3.955459090866021432e-01,3.988273130948021272e-01
3.559986997278824505e-02,1.521238207111206830e-01,2.071710975732863613e-01,4.739593219581846872e-01,3.954118817885707293e-01
2.406541786885613154e-02,1.475067540492173424e-01,1.953022290563003194e-01,3.536833129867732461e-01,3.952155616539639871e-01
3.965167671098090985e-01,2.935554362514830595e-01,2.011140049315837675e-01,3.892030158979952748e-01,4.057572358592780870e-01
4.093485192289170183e-01,3.389113264007687643e-01,2.169582003339694254e-01,3.966075196332565223e-01,4.120114736290425572e-01
4.042770942205992091e-01,2.713527774508596724e-01,4.246237794566263268e-01,4.143832018308956089e-01,4.033390170591799051e-01
5.789667130960629571e-02,1.570803775687522053e-01,4.015741423145664513e-01,3.548334493938906098e-01,3.956277545799365969e-01
4.460851982671180105e-01,2.839818127319481689e-01,3.031581823326069403e-01,4.097737677160502856e-01,4.046670323866708996e-01
4.421656137288571542e-01,3.053017970236782674e-01,2.452691814594843978e-01,4.201782695676016255e-01,4.071988959011856313e-01
4.802587558897806752e-01,3.222763068100876205e-01,2.725034442129838919e-01,4.637401323936082287e-01,4.094969518136910569e-01
4.299240757512497457e-01,2.447367461057698423e-01,4.864332975636661560e-01,3.682147881141599743e-01,4.009155814185740296e-01
4.748418266477671401e-01,3.045549185930762626e-01,3.407366651312968564e-01,4.654193179291219451e-01,4.071037055177065822e-01
3.852987668785554098e-01,2.995983617354447959e-01,2.719660722211731940e-01,3.723826066923321410e-01,4.064842261512846000e-01
3.089515593109339875e-01,2.554646362907805335e-01,4.537855686326588422e-01,4.010751634398815324e-01,4.018344860239990157e-01
3.139091431614790539e-01,2.147258128033981972e-01,5.033684235893468584e-01,4.046942366128777890e-01,3.987111798581328692e-01
2.215295880011744489e-01,1.953069736077459873e-01,5.345791445246664830e-01,3.699656571641268266e-01,3.975305470800714613e-01
1.799095590340069606e-01,2.109914206503881451e-01,3.815399957642786610e-01,4.544518451289370486e-01,3.984705849910074038e-01
1.432194754619483534e-01,1.680798599103454083e-01,4.072100316049785951e-01,3.721882561987143179e-01,3.961284914332753870e-01
3.688780745709258624e-01,2.950491931126870693e-01,3.965059527855755439e-01,4.044101419430634059e-01,4.059340941230971112e-01
7.427421560699393188e-02,1.591852167822669917e-01,5.649524405355510481e-01,3.637893111430536841e-01,3.957211617551420479e-01
1.462034252735088247e-01,1.860049422447936640e-01,4.400092614238506616e-01,4.248290067032020056e-01,3.970218601879018094e-01
3.225860864944685713e-01,1.917083775330271911e-01,4.306223976727431291e-01,4.024648506717354302e-01,3.973297388013128928e-01
1.236735416553765288e-01,1.757523383338024381e-01,5.100287923702668813e-01,4.506571245707873818e-01,3.964980341898883265e-01
5.098738494832788515e-02,1.528706991417226879e-01,4.282053440314632642e-01,4.079277122088160734e-01,3.954440586346526509e-01
3.288307580393445284e-01,2.865619382194824483e-01,3.508931774245740431e-01,3.893035219437714911e-01,4.049535746669681302e-01
4.065461775738626882e-01,2.598101107961013900e-01,3.925146196021578326e-01,3.605988941625449251e-01,4.022284184674858598e-01
3.708694262135558972e-02,1.500189814976059244e-01,4.119060557201786876e-01,5.180375963591390409e-01,3.953218411361822948e-01
4.677314700739563236e-01,2.674825892195583643e-01,3.207754934118696166e-01,4.041715802136126579e-01,4.029559950301920268e-01
2.627172043962228143e-02,1.468277736577609516e-01,5.231437440148994922e-01,3.536833129867732461e-01,3.951870507045924796e-01
2.839144262829352838e-01,1.887208638106191716e-01,3.742568125249956523e-01,4.149659865496704292e-01,3.971669209456242799e-01
4.043498849450853916e-01,2.401196794438665572e-01,3.528046917908391755e-01,4.058250291681474442e-01,4.005426105111701829e-01
3.971239077563405440e-01,3.069992480023192583e-01,4.737373045631335655e-01,4.145798240181257088e-01,4.074170539376712474e-01
3.818912128617952817e-01,2.806548088138119401e-01,4.138143214513807511e-01,3.829940653703073905e-01,4.043052934674787879e-01
1.352746423122838659e-01,1.800978128391232114e-01,3.369846891257538557e-01,4.097082347567124749e-01,3.967156287812068083e-01
6.717599085287478955e-02,1.586420324691018291e-01,3.343875777938010163e-01,4.215155845744805174e-01,3.956969534387054233e-01
4.119498859740143293e-01,2.871730205717931694e-01,3.070609623302705260e-01,3.951802789411381633e-01,4.050222174694405597e-01
3.402039332731685017e-01,2.334656716075940996e-01,2.741271430536740272e-01,4.013858198275770395e-01,4.000277456775763185e-01
3.350707945052894265e-01,2.372679617997497381e-01,4.717898341903065118e-01,3.752651597983981957e-01,4.003187370407454426e-01
4.779240068442353051e-02,1.524633109068488646e-01,3.458464225828928873e-01,4.285802009148334535e-01,3.954264926336440999e-01
9.781333779567635833e-02,1.669255932448696078e-01,2.878262684658441373e-01,3.778549183883030960e-01,3.960744136073283683e-01
3.764798969577603516e-01,2.277622363193606003e-01,2.974595014693498518e-01,4.186237552761681857e-01,3.996068630797504073e-01
4.478343468838173469e-01,3.241095538670198950e-01,4.661970589868252857e-01,4.339605297270744955e-01,4.097610049403997978e-01
3.041282289097943514e-01,2.568225970736933150e-01,5.788069606372866494e-01,4.037374431817067344e-01,4.019562103649493290e-01
1.471525871077979941e-01,2.149295069208351505e-01,4.424467091079603565e-01,3.933219524258603772e-01,3.987245003788831288e-01
3.016428554024615516e-01,2.297312794545840475e-01,3.317581620857439351e-01,4.031260599562032088e-01,3.997500912764029857e-01
2.882298095843939811e-01,1.900109265543862558e-01,4.490091649009243513e-01,4.029195762749414045e-01,3.972368042830965451e-01
7.635684546322080157e-02,1.621727305046750112e-01,4.703611789422643685e-01,3.656249183496509958e-01,3.958556321002190126e-01
2.268082275465896913e-01,2.148616088816894809e-01,3.768858477900270953e-01,3.994515853005805028e-01,3.987200579128790667e-01
3.805339799996770300e-01,2.660567303974999964e-01,3.055805811032313857e-01,3.812831947168220936e-01,4.028176213049549093e-01
2.106073251265963009e-01,2.393728010132645245e-01,3.087189768005242918e-01,4.042680193389101562e-01,4.004835039089933990e-01
4.488880145027053237e-01,2.881914911589776862e-01,3.737138549539888999e-01,3.765375491458460844e-01,4.051372885461713702e-01
7.672366427192323091e-02,1.605431775651796900e-01,5.903317010445172652e-01,5.162990609598103742e-01,3.957820035519032942e-01
2.983645634945942260e-01,2.539708794295765792e-01,4.368849612460744547e-01,3.805565689508535465e-01,4.017020203708436266e-01
4.243509279483846930e-01,2.422245186573813158e-01,3.861720152269874085e-01,3.459994168886907362e-01,4.007110111906422301e-01
2.013480061072515648e-01,2.333298755293028159e-01,4.856576363868811974e-01,4.039055079101725454e-01,4.000175091924494941e-01
2.144102791982918088e-01,1.986339775258822160e-01,4.343320031661768166e-01,3.351590741014449093e-01,3.977209266935876064e-01
2.442661550236383539e-01,1.980907932127170812e-01,3.453858008643875821e-01,4.106005943742189190e-01,3.976895269316824688e-01
1.071603015861799513e-02,1.429575854264596435e-01,3.565492964870048409e-01,3.398347473030631782e-01,3.950261759376388904e-01
1.674664801240734469e-01,1.952390755686003176e-01,2.848072268453795131e-01,3.720910125905833588e-01,3.975267096734800831e-01
2.929869098845528375e-01,2.211082284830881428e-01,2.953444769421457727e-01,4.943837661450485310e-01,3.991385410518908938e-01
2.512789994073500455e-01,1.927268481202117356e-01,4.447899103255633646e-01,3.981251717081673025e-01,3.973860438392514127e-01
3.918579892319027369e-01,2.570262911911301851e-01,3.526535649833931751e-01,4.014926668521152098e-01,4.019745765662116610e-01
4.617986198486366822e-01,2.582484558957517384e-01,4.485731447862918442e-01,4.088569144432813163e-01,4.020853663539279976e-01
8.725192188997171749e-02,1.633948952092964535e-01,6.145163698775631955e-01,3.425766052209374135e-01,3.959113073720706977e-01
3.645969111631505166e-01,3.236342675930003465e-01,4.355339116937501087e-01,4.123337372404458079e-01,4.096922422882934289e-01
2.753215737756775638e-03,1.414638285652556338e-01,4.352988415409685397e-01,3.010693267642708948e-01,3.949647921777236781e-01
1.834415212968806830e-01,1.729006206896857023e-01,3.189509907522922738e-01,3.975619507096633254e-01,3.963585728399133257e-01
5.897338705418492255e-02,1.558582128641307074e-01,2.622171073615782166e-01,2.911875933641387415e-01,3.955740044148742252e-01
2.432908263141168037e-01,2.208366363265055199e-01,2.445156677102464371e-01,3.860979841330569040e-01,3.991199280885117107e-01
7.411050490298526361e-02,1.610863618783447970e-01,3.273747758087887094e-01,4.308958190840514457e-01,3.958064705920710802e-01
7.893114573461967876e-02,1.608147697217622574e-01,2.897291794888227079e-01,4.820136147514950675e-01,3.957942276719429997e-01
3.130473432674632517e-01,2.151332010382720483e-01,2.873387260555048117e-01,3.950231501356236685e-01,3.987378415479277960e-01
1.996099121844533975e-01,2.105840324155143772e-01,4.556900189187064187e-01,4.312492766400585764e-01,3.984447476221562590e-01
3.467227141885593777e-01,2.917900872336965379e-01,3.464772042151849085e-01,3.847698328370039444e-01,4.055506025129320680e-01
2.257343380397670018e-01,2.336693657250309974e-01,4.525194936404836055e-01,3.996665850867897607e-01,4.000431204071465685e-01
1.671133864912963674e-01,1.494757971844408173e-01,3.140714587361718713e-01,4.002579609992309440e-01,3.952987543691724448e-01
2.430054077280270342e-01,2.196823696610297749e-01,2.920090136739009190e-01,3.978106470759991131e-01,3.990412527655283759e-01
1.275350136878705687e-02,1.415996246435469175e-01,2.568708192885763020e-01,3.010693267642708948e-01,3.949703569566368477e-01
3.611783105550403494e-01,2.636124009882570562e-01,2.236701247484610411e-01,3.846577723138711047e-01,4.025837907923468517e-01
4.129743216381099313e-01,2.367247774865846865e-01,2.435505723373161957e-01,3.834752134493307762e-01,4.002766459083835215e-01
4.299098994304050292e-01,2.782783774437146418e-01,2.604644280411427815e-01,4.066389309038520028e-01,4.040521774970998736e-01
2.277677820034109124e-01,1.999240402696493279e-01,4.208099051800217039e-01,3.561532455396173580e-01,3.977960056251677590e-01
7.980198136382760099e-02,1.629196089352769883e-01,3.631610887179460567e-01,3.419490455847852828e-01,3.958896090102133614e-01
4.238239883991536394e-01,2.771920088173844277e-01,3.080785421410890956e-01,3.883225968540683914e-01,4.039379124582007097e-01
2.837358841583759173e-03,1.392231932734496191e-01,3.842254800059167197e-01,2.997364193606957827e-01,3.948734074833710750e-01
1.739192061514981957e-01,1.739190912768702191e-01,2.748981608403530674e-01,3.598070451151639260e-01,3.964080857706676619e-01
7.617125179702860516e-02,1.616974442306555182e-01,2.874803918965129768e-01,3.484348454421299368e-01,3.958340863733080806e-01
2.739413402840810696e-01,2.249105186752437535e-01,2.311569655969991643e-01,4.217108455481889950e-01,3.994032263921010739e-01
4.815603180488746693e-01,3.062523695717172534e-01,3.524041954436578639e-01,4.231572996861008296e-01,4.073207528382817300e-01
4.901705891522885050e-01,3.291340087637969480e-01,5.591141507863726101e-01,3.848154743874209749e-01,4.105010771290855676e-01
2.460076392328177652e-01,1.384084168037019447e-01,6.800457954126194471e-01,3.036318539034746911e-01,3.948403735851233609e-01
3.950823705546355202e-01,3.059128793759889886e-01,5.193582407867760597e-01,3.824554496431007977e-01,4.072771416084842722e-01
4.702933001445025463e-02,1.521917187502662971e-01,4.059309386428153754e-01,4.687807262088451443e-01,3.954148019679270543e-01
